name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,category,year,,,,,,,,,,
,,83 Upper Street,N1 0NP ,Islington,,5300094504,E09000019,,,-0.10374609,51.536886,531611.1967,183701.7268,Cinemas,2023,,,,,,,,,,
,,87 Notting Hill Gate,W11 3JZ,Kensington and Chelsea,,10091855182,E09000020,,,-0.19727249,51.508739,525202.3338,180407.7697,Cinemas,2023,,,,,,,,,,
,,93-95 Mile End Road,E1 4UJ ,Tower Hamlets,,6033507,E09000030,,,-0.0512395,51.521466,535298.1445,182082.7719,Cinemas,2023,,,,,,,,,,
,,180 Greenwhich Rd,SE10 8NN,Greenwich,,2.00001E+11,E09000011,,,-0.00969721,51.479438,538307.1965,177486.8696,Cinemas,2023,,,,,,,,,,
,,270 Mare Street,E8 1HE,Hackney,,1.00023E+11,E09000012,,,-0.05501405,51.544856,534967.138,184676.8452,Cinemas,2023,,,,,,,,,,
,,1 Ham Yard,W1D 7DT,Westminster,,10033623171,E09000033,,,-0.1346174,51.511159,529543.2586,180785.8188,Cinemas,2023,,,,,,,,,,
,,The Mall,SW1Y 5AH,Westminster,,1.00023E+11,E09000033,,,-0.13112246,51.506409,529799.2622,180263.8003,Cinemas,2023,,,,,,,,,,
,Imperial College,Beit Quad,SW7 2BB,Westminster,,10033585054,E09000033,,,-0.17819,51.50039,526549.6385,179512.1328,Cinemas,2023,,,,,,,,,,
,,341-351 Finchley Road,NW3 6ET,Camden,,5164899,E09000007,,,-0.18481686,51.550911,525950.2608,185118.7487,Cinemas,2023,,,,,,,,,,
,,10 Bermondsey Square,SE1 3UN,Southwark,,10013529054,E09000028,,,-0.08085215,51.497693,533313.2183,179384.8506,Cinemas,2023,,,,,,,,,,
,,The High Street,BR3 1DY,Bromley,,10003626016,E09000006,,,-0.03140273,51.407108,537016.1731,169403.086,Cinemas,2023,,,,,,,,,,
,,14 The Parkway ,NW1 7AA,Camden,,5025285,E09000007,,,-0.14414366,51.53916,528803.2333,183882.7628,Cinemas,2023,,,,,,,,,,
,,135 Shaftesbury Avenue,WC2H 8AH ,Camden,,5083631,E09000007,,,-0.12826203,51.514322,529975.2471,181148.8059,Cinemas,2023,,,,,,,,,,
,,Bugsby Way,SE10 0QJ,Greenwich,,10010223864,E09000011,,,0.01274125,51.490575,539831.1928,178767.8745,Cinemas,2023,,,,,,,,,,
,419-427 Holloway Rd ,,N7 6LJ,Islington,,5300048412,E09000019,,,-0.12147714,51.558717,530319.1973,186097.6409,Cinemas,2023,,,,,,,,,,
,,Clarence Street,KT1 1QP,Kingston upon Thames,,128004717,E09000021,,,-0.299556,51.411953,518354.4867,169475.0199,Cinemas,2023,,,,,,,,,,
,,Picketts Lock Lane,N9 0AS,Enfield,,207190597,E09000010,,,-0.03726405,51.633191,535934.2277,194532.8394,Cinemas,2023,,,,,,,,,,
,,11-18 Panton Street,SW1Y 4DP,Westminster,,1.00023E+11,E09000033,,,-0.13126921,51.509514,529780.2576,180608.8195,Cinemas,2023,,,,,,,,,,
,,26 Putney High Street,SW15 1SN,Wandsworth,,1.00023E+11,E09000032,,,-0.21394813,51.465174,524163.3597,175534.8951,Cinemas,2023,,,,,,,,,,
,,72 Hill Street ,TW9 1RW,Richmond upon Thames,,10002264393,E09000027,,,-0.30558038,51.459412,517813.4375,174742.98,Cinemas,2023,,,,,,,,,,
,,60-64 High Road,E18 2QL,Redbridge,,10034922603,E09000026,,,0.02316798,51.594558,540235.1912,190350.858,Cinemas,2023,,,,,,,,,,
,,47-49 High Road,SW16 1PW,Lambeth,,2E+11,E09000022,,,-0.128057,51.43209,530223.2081,172004.8961,Cinemas,2023,,,,,,,,,,
,,Surrey Quays Shopping Centre,SE16 7LL,Southwark,,10009803337,E09000028,,,-0.04486,51.49605,535816.2527,179268.2906,Cinemas,2023,,,,,,,,,,
,,96 Finchley Road,NW3 5EL,Camden,,5039447,E09000007,,,-0.17451068,51.542451,526688.2583,184195.7556,Cinemas,2023,,,,,,,,,,
,,30 Tottenham Court Road,W1T 1BX,Camden,,5045114,E09000007,,,-0.13245516,51.518219,529673.2477,181574.7247,Cinemas,2023,,,,,,,,,,
,,302 The Chimes Shopping Centre,UB8 1GD,Hillingdon,,10003003209,E09000017,,,-0.47561,51.54505,505803.2335,184006.8243,Cinemas,2023,,,,,,,,,,
,,39 The Broadway,SW19 1QB,Merton,,48105080,E09000024,,,-0.20489463,51.419983,524915.3008,170525.0023,Cinemas,2023,,,,,,,,,,
,,117-123 Church Road,SW13 9HL ,Richmond upon Thames,,10070710572,E09000027,,,-0.24078632,51.475211,522272.3954,176605.9232,Cinemas,2023,,,,,,,,,,
,,95a Rye Lane,SE15 4ST,Southwark,,2.00003E+11,E09000028,,,-0.06823258,51.470741,534268.2199,176410.8463,Cinemas,2023,,,,,,,,,,
,,52 High Road,N2 9PJ,Barnet,,200061366,E09000003,,,-0.16368621,51.588503,527310.255,189335.6952,Cinemas,2023,,,,,,,,,,
,,20-24 Shaftesbury Avenue,W1D 7DH,Westminster,,1.00023E+11,E09000033,,,-0.13357707,51.510872,529616.2598,180755.7444,Cinemas,2023,,,,,,,,,,
,,7 Leicester Place,WC2H 7BY,Westminster,,10033537357,E09000033,,,-0.13019,51.51144,529849.6701,180824.9053,Cinemas,2023,,,,,,,,,,
,,309 Regent Street,W1U 2UW,Westminster,,10033542315,E09000033,,,-0.14336665,51.516792,528920.2611,181396.7795,Cinemas,2023,,,,,,,,,,
,,35-47 Bethnal Green Road,E1 6LA,Tower Hamlets,,6150258,E09000030,,,-0.07330181,51.524358,533759.1699,182363.8052,Cinemas,2023,,,,,,,,,,
,,107 Kingsland High Street,E8 2PB,Hackney,,1.00023E+11,E09000012,,,-0.07572474,51.549631,533517.1645,185169.8157,Cinemas,2023,,,,,,,,,,
,,Brixton Oval,SW2 1JG,Lambeth,,1.00024E+11,E09000022,,,-0.11464124,51.461272,531072.2204,175273.8537,Cinemas,2023,,,,,,,,,,
,,65 Aspenlea Rd,W6 8LH,Hammersmith and Fulham,,34158197,E09000013,,,-0.2178631,51.48589,523835.3848,177831.9244,Cinemas,2023,,,,,,,,,,
,,42 Newighton Causeway,SE1 6DR,Southwark,,10025575039,E09000028,,,-0.09782861,51.498617,532132.235,179456.8433,Cinemas,2023,,,,,,,,,,
,,4 Richmond Mews,W1D 3DH,Westminster,,10033525382,E09000033,,,-0.13365382,51.513931,529602.2547,181095.7728,Cinemas,2023,,,,,,,,,,
,,Gerry Raffell Square,E15 1BX,Newham,,10008985556,E09000025,,,0.00148522,51.543051,538890.0962,184581.7367,Cinemas,2023,,,,,,,,,,
,,"First Floor, 64-66 Brooksby's Walk",E9 6DA,Hackney,,1.00024E+11,E09000012,,,-0.04329,51.55129,535760.8983,185413.9792,Cinemas,2023,,,,,,,,,,
,,194b Chamberlyne Road,NW10 3JU ,Brent,,202195465,E09000005,,,-0.22262169,51.537587,523365.3137,183572.7204,Cinemas,2023,,,,,,,,,,
,,269 Kilburn High Road,NW6 7JR,Brent,,202124574,E09000005,,,-0.20015978,51.542973,524908.2834,184209.7374,Cinemas,2023,,,,,,,,,,
,Fulham Broadway Retail Centre,Fulham Rd,SW6 1BW,Hammersmith and Fulham,,34131058,E09000013,,,-0.19451553,51.480416,525471.3454,177262.9113,Cinemas,2023,,,,,,,,,,
,,14 High St,CR0 1GT,Croydon,,10001004802,E09000008,,,-0.10108585,51.372997,532268.2384,165481.9736,Cinemas,2023,,,,,,,,,,
,Valley Park Leisure Complex,21 Hesterman Way,CR0 4YA,Croydon,,1.00023E+11,E09000008,,,-0.12452606,51.378123,530622.2462,166010.0312,Cinemas,2023,,,,,,,,,,
,Dagenham Leisure Park,Cook Road,RM9 6UQ,Barking and Dagenham,,10091589789,E09000002,,,0.13575897,51.532095,548236.0909,183626.8347,Cinemas,2023,,,,,,,,,,
,02 Centre,255 Finchley Rd,NW3 6LU,Camden,,5125686,E09000007,,,-0.18141572,51.547944,526194.2602,184794.6662,Cinemas,2023,,,,,,,,,,
,,St Anns Road,HA1 1HS,Harrow,,2E+11,E09000015,,,-0.33896,51.58156,515186.2761,188273.2824,Cinemas,2023,,,,,,,,,,
,Angel Central ,Central Shopping Mall ,"N1 0PS
",Islington,,10001296728,E09000019,,,-0.10622383,51.534165,531447.204,183394.695,Cinemas,2023,,,,,,,,,,
,,Leicester Square,WC2H 7A,Westminster,,1.00023E+11,E09000033,,,-0.12955866,51.511519,529893.2529,180834.8095,Cinemas,2023,,,,,,,,,,
,Great North Leisure Park,Chaplin Square,N12 0GL,Barnet,,200217093,E09000003,,,-0.17332068,51.603832,526600.2497,191023.6145,Cinemas,2023,,,,,,,,,,
,,19 Lower Regent Street,SW1Y 4LR,Westminster,,10033542264,E09000033,,,-0.13449168,51.508945,529558.261,180539.8419,Cinemas,2023,,,,,,,,,,
,,1-15 Waterloo Rd,RM1 1AU,Havering,,2.00003E+11,E09000016,,,0.18005111,51.574896,551166.1335,188476.7468,Cinemas,2023,,,,,,,,,,
,Westfield London Shopping Centre ,Ariel Way ,W12 7GF,Hammersmith and Fulham,,34141269,E09000013,,,-0.22142571,51.507597,523529.3605,180239.7737,Cinemas,2023,,,,,,,,,,
,2 Stratford Place,Westfield Stratford City ,E15 1AA,Newham,,10090326480,E09000025,,,-0.00649,51.54366,538335.2415,184634.3481,Cinemas,2023,,,,,,,,,,
,Hollywood Green ,180 High Road ,N22 6EJ,Haringey,,10003971546,E09000014,,,-0.1089,51.59701,531080.9342,190378.4656,Cinemas,2023,,,,,,,,,,
,,40 High St,TW8 0DS,Hounslow,,1.00023E+11,E09000018,,,-0.29806462,51.485768,518267.4705,177685.9238,Cinemas,2023,,,,,,,,,,
,Leicester Square,3 Cranbourn St,WC2H 7AL,Westminster,,1.00023E+11,E09000033,,,-0.12955866,51.511519,529893.2529,180834.8095,Cinemas,2023,,,,,,,,,,
,142 Fulham Road,,SW10 9QR,Kensington and Chelsea,,217101389,E09000020,,,-0.17942804,51.487152,526500.3386,178037.9089,Cinemas,2023,,,,,,,,,,
,Second Floor,23 The Broadway,SW19 1RE,Merton,,,E09000024,,,-0.20554,51.42033,524869.4852,170562.49,Cinemas,2023,,,,,,,,,,
,,,,Bromley,,,E09000006,,,0.01486,51.39974,540256.149,168671.1582,Cinemas,2023,,,,,,,,,,
,,,,Hackney,,,E09000012,,,-0.07807,51.52867,533415.8112,182834.5991,Cinemas,2023,,,,,,,,,,
,"Plimsoll Building 
","1 Handyside Street 
",N1C 4BP,Camden,,,E09000007,,,-0.12697,51.53766,529998.4318,183746.3059,Cinemas,2023,,,,,,,,,,
,5A Smithy Ln,,TW3 1EY,Hounslow,,,E09000018,,,-0.36209,51.46967,513862.2991,175794.4106,Cinemas,2023,,,,,,,,,,
,,55 Pitfield St,N1 6BU,Hackney,,,E09000012,,,-0.08375,51.52889,533021.2001,182848.7201,Cinemas,2023,,,,,,,,,,
,,,,Camden,,,E09000007,,,-0.14348,51.54224,528840.5603,184226.4303,Cinemas,2023,,,,,,,,,,
,,,,Hammersmith and Fulham,,,E09000013,,,-0.22546,51.51069,523241.0572,180576.9272,Cinemas,2023,,,,,,,,,,
,,,,Southwark,,,E09000028,,,-0.09223,51.50552,532500.8024,180234.5703,Cinemas,2023,,,,,,,,,,
,,,,City of London,,,E09000001,,,-0.08417,51.51936,533019.8297,181788.2061,Cinemas,2023,,,,,,,,,,
,,,,Barnet,,,E09000003,,,-0.18771,51.64651,525486.0897,195744.8688,Cinemas,2023,,,,,,,,,,
,,,,Kensington and Chelsea,,,E09000020,,,-0.17337,51.48541,526925.752,177854.6702,Cinemas,2023,,,,,,,,,,
,,,,Bromley,,,E09000006,,,-0.07908,51.4191,533665.4365,170648.5862,Cinemas,2023,,,,,,,,,,
,,,,Greenwich,,,E09000011,,,0.05675,51.4506,543011.0935,174407.6096,Cinemas,2023,,,,,,,,,,
,1-7 Norwood High St,West Norwood,SE27 9JU,Lambeth,,10000446790,E09000022,,,-0.103324,51.433204,531939.1825,172173.014,Cinemas,2023,,,,,,,,,,
,,,,Kensington and Chelsea,,,E09000020,,,-0.17938,51.48711,526503.79,178033.3214,Cinemas,2023,,,,,,,,,,
,Ealing Broadway Centre,1 High St  ,W5 5DB,Ealing,,,E09000009,,,-0.30432,51.51272,517763.7124,180673.0031,Cinemas,2023,,,,,,,,,,
,Battersea Power Station,22 Arches Ln,SW11 8AB,Wandsworth,,,E09000032,,,-0.14689,51.48268,528771.8765,177597.2851,Cinemas,2023,,,,,,,,,,
,40 Duke Street,,W1U 1AT,Westminster,,,E09000033,,,-0.15191,51.5149,528332.8393,181171.384,Cinemas,2023,,,,,,,,,,
,"Birkbeck, University of London",43 Gorden Square,WC1 0PD,Camden,http://blogs.bbk.ac.uk/bimi/portfolio-item/current-programme/,10091886228,E09000007,,,-0.13034532,51.524687,529801.238,182297.7099,Cinemas,2023,,,,,,,,,,
,,15-17 Charlotte Street,W1T 1RJ,Westminster,https://www.firmdalehotels.com/hotels/london/charlotte-street-hotel/film-club/,1.00023E+11,E09000033,,,-0.13505719,51.518387,529492.2484,181588.8032,Cinemas,2023,,,,,,,,,,
,Institut Francais,17 Queensberry Place,SW7 2DT,Kensington and Chelsea,https://www.institut-francais.org.uk/cine-lumiere/,217072593,E09000020,,,-0.17721712,51.494554,526633.3302,178864.8417,Cinemas,2023,,,,,,,,,,
,,28-70 Broadway,DA6 7LL,Bexley,www.cineworld.co.uk,10011845030,E09000004,,,0.15028,51.45616,549491.3316,175212.526,Cinemas,2023,,,,,,,,,,
,Southbury Leisure Centre,208 Southbury Rd,EN1 1YQ,Enfield,www.cineworld.co.uk,207192143,E09000010,,,-0.06090651,51.650084,534248.1737,196367.6063,Cinemas,2023,,,,,,,,,,
,Leisure west,Air Park Way,TW13 7LX,Hounslow,www.cineworld.co.uk,1.00024E+11,E09000018,,,-0.40459,51.44385,510973.0175,172857.8771,Cinemas,2023,,,,,,,,,,
,,The O2,SE10 0DX,Greenwich,www.cineworld.co.uk,10010224824,E09000011,,,0.00449996,51.503018,539221.1396,180135.8383,Cinemas,2023,,,,,,,,,,
,,Southside Shopping Centre,SW18 4TF,Wandsworth,www.cineworld.co.uk,10070239837,E09000032,,,-0.19342927,51.453961,525619.3127,174322.941,Cinemas,2023,,,,,,,,,,
,,Wembley Park Blvd,HA9 0FD,Brent,www.cineworld.co.uk,202206309,E09000005,,,-0.28350333,51.556685,519093.4001,185595.7259,Cinemas,2023,,,,,,,,,,
,,Hertsmere Road,E14 4AL,Tower Hamlets,www.cineworld.co.uk,6136934,E09000030,,,-0.02288175,51.507908,537306.1329,180627.883,Cinemas,2023,,,,,,,,,,
,,Katherine St,CR9 1ET,Croydon,http://www.davidleancinema.org.uk/,2.00001E+11,E09000008,,,-0.099,51.37216,532415.8206,165392.6625,Cinemas,2023,,,,,,,,,,
,259-260 Hardess Street,Loughborough Junction,SE24 0HN,Lambeth,https://www.whirledcinema.com/,10023854149,E09000022,,,-0.10148353,51.465089,531975.2183,175721.9221,Cinemas,2023,,,,,,,,,,
,,32 Winslade Way,SE6 4JU,Lewisham,https://catford-mews.co.uk/about/,,E09000023,,,-0.02037,51.44619,537666.0756,173769.6258,Cinemas,2023,,,,,,,,,,
,Central Library,Croydon Clocktower,Katharine Street,Croydon,http://www.museumofcroydon.com/,1.00E+11,E09000008,,,-0.097931813,51.37138431,532492.4014,165308.3352,Museums and Public Galleries,2023,,,,,,,,,,
,c/o Institute of English Studies,University of London Senate House,Malet Street,Camden,http://www.museumofwriting.co.uk/,5016035,E09000007,,,-0.127116688,51.52013303,530038.1684,181797.0314,Museums and Public Galleries,2023,,,,,,,,,,
,40 Brunswick Square,,,Camden,http://www.foundlingmuseum.org.uk/,5002560,E09000007,,,-0.12006408,51.52475979,530514.219,182324.0735,Museums and Public Galleries,2023,,,,,,,,,,
,20 Maresfield Gardens,,,Camden,https://www.freud.org.uk/,5012934,E09000007,,,-0.175669217,51.54791475,526592.764,184801.3325,Museums and Public Galleries,2023,,,,,,,,,,
,10 Keats Grove,Hampstead,,Camden,http://www.cityoflondon.gov.uk/keats,5015415,E09000007,,,-0.166351857,51.55506318,527218.8354,185612.4092,Museums and Public Galleries,2023,,,,,,,,,,
,Great Russell Street,,,Camden,http://www.britishmuseum.org/,5027059,E09000007,,,-0.124893237,51.51846067,530197.1877,181615.0128,Museums and Public Galleries,2023,,,,,,,,,,
,Hampstead,,,Camden,https://www.nationaltrust.org.uk/2-willow-road,5032722,E09000007,,,-0.167571832,51.5566561,527129.8261,185787.4288,Museums and Public Galleries,2023,,,,,,,,,,
,96 Euston Road London,NW1 2DBÃÂ ,,Camden,http://www.bl.uk/,5037737,E09000007,,,-0.125406634,51.52947699,530130.1731,182839.1238,Museums and Public Galleries,2023,,,,,,,,,,
,New End Square,Hampstead,,Camden,www.burghhouse.org.uk/,5067420,E09000007,,,-0.173489583,51.55767471,526716.7827,185890.4426,Museums and Public Galleries,2023,,,,,,,,,,
,Library Archive and Museum Services,11 St Andrews Place,RegentÃ¢â¬â¢s Park,Camden,http://www.rcplondon.ac.uk/museum-and-garden,5069347,E09000007,,,-0.143400913,51.52523946,528894.038,182336.0881,Museums and Public Galleries,2023,,,,,,,,,,
,Raymond Burton Hs,129-131 Albert Street,,Camden,http://www.jewishmuseum.org.uk/,5082327,E09000007,,,-0.143061343,51.53677278,528885.0286,183619.2052,Museums and Public Galleries,2023,,,,,,,,,,
,183 Euston Road,,,Camden,http://www.wellcomecollection.org/,5083806,E09000007,,,-0.132336523,51.52538756,529661.123,182372.0859,Museums and Public Galleries,2023,,,,,,,,,,
,Queen's Yard,179a Tottenham Court Rd,,Camden,www.gac.culture.gov.uk/,5087928,E09000007,,,-0.133320357,51.52177882,529603.119,181969.0495,Museums and Public Galleries,2023,,,,,,,,,,
,Hampstead Grove,Hampstead,,Camden,https://www.nationaltrust.org.uk/fenton-house-and-garden,5126160,E09000007,,,-0.178553228,51.55840996,526363.7461,185963.4528,Museums and Public Galleries,2023,,,,,,,,,,
,13 LincolnÃ¢â¬â¢s Inn Fields,,,Camden,http://www.soane.org/,5137612,E09000007,,,-0.115936351,51.51648243,530824.2595,181410.9889,Museums and Public Galleries,2023,,,,,,,,,,
,21 University Street,,,Camden,https://www.ucl.ac.uk/culture/grant-museum-zoology,5157295,E09000007,,,-0.133078286,51.52311501,529616.1195,182118.0634,Museums and Public Galleries,2023,,,,,,,,,,
,University College London,Malet Place,,Camden,http://www.culture24.org.uk/se000386,5157395,E09000007,,,-0.130912785,51.52353919,529765.1357,182169.0669,Museums and Public Galleries,2023,,,,,,,,,,
,Rock Room,"Room 4, First Floor",South Wing,Camden,https://www.ucl.ac.uk/culture/geology-collection,5157402,E09000007,,,-0.13187663,51.52359052,529698.1283,182173.0677,Museums and Public Galleries,2023,,,,,,,,,,
,South Cloisters,UCL,,Camden,http://www.ucl.ac.uk/museums/uclart,5157412,E09000007,,,-0.131687181,51.52399221,529710.1293,182218.0714,Museums and Public Galleries,2023,,,,,,,,,,
,Anerley Hill,,,Bromley,www.crystalpalacemuseum.org.uk/,1.00E+11,E09000006,,,-0.075116344,51.41925428,533940.5738,170672.9786,Museums and Public Galleries,2023,,,,,,,,,,
,46-50 Copperfield Road,,,Tower Hamlets,http://www.raggedschoolmuseum.org.uk/,6048400,E09000030,,,-0.03407382,51.51815155,536498.868,181746.0406,Museums and Public Galleries,2023,,,,,,,,,,
,St Katharine's & Wapping,London,,Tower Hamlets,www.Ã¢â¬â¹hrp.Ã¢â¬â¹org.Ã¢â¬â¹uk/Ã¢â¬â¹TowerOfLondon/Ã¢â¬â¹,6086565,E09000030,,,-0.074659304,51.50776272,533713.5822,180515.9077,Museums and Public Galleries,2023,,,,,,,,,,
,HM Tower Of London,St Katharine's & Wapping,,Tower Hamlets,https://royalarmouries.org/visit-us/tower-of-london,6086565,E09000030,,,-0.074659304,51.50776272,533713.5822,180515.9077,Museums and Public Galleries,2023,,,,,,,,,,
,HM Tower of London,35 Tower Hill,St Katharine's & W,Tower Hamlets,www.Ã¢â¬â¹fusiliermuseumlondon.Ã¢â¬â¹org,6086845,E09000030,,,-0.073602252,51.50788027,533786.5896,180530.9114,Museums and Public Galleries,2023,,,,,,,,,,
,66-68 E Smithfield,,,Tower Hamlets,www.Ã¢â¬â¹rpsgb.Ã¢â¬â¹org/Ã¢â¬â¹museum,6136082,E09000030,,,-0.066684113,51.50856685,534264.6392,180619.9284,Museums and Public Galleries,2023,,,,,,,,,,
,No. 1 Warehouse,West India Quay,,Tower Hamlets,http://www.museumoflondon.org.uk/docklands,6151122,E09000030,,,-0.022241432,51.5071062,537352.9774,180539.9256,Museums and Public Galleries,2023,,,,,,,,,,
,Special Collections  London Metropolitan Universit,Wash Houses,Old Castle Street,Tower Hamlets,http://www.londonmet.ac.uk/tuc,6151239,E09000030,,,-0.072411463,51.51526246,533847.5884,181353.9976,Museums and Public Galleries,2023,,,,,,,,,,
,26 Upper Mall,Hammersmith,,Hammersmith and Fulham,http://www.culture24.org.uk/se000423,34008094,E09000013,,,-0.233934067,51.49007025,522708.3981,178269.7456,Museums and Public Galleries,2023,,,,,,,,,,
,Fulham Palace,Bishop's Ave,Fulham,Hammersmith and Fulham,www.fulhampalace.org/,34022825,E09000013,,,-0.213626422,51.47003084,524172.5335,176075.5248,Museums and Public Galleries,2023,,,,,,,,,,
,The Vestry Hall Annexe,London Road,Mitcham,Merton,http://www.wandle.org/,48083242,E09000024,,,-0.166466478,51.4017516,527637.8128,168563.8147,Museums and Public Galleries,2023,,,,,,,,,,
,22 Ridgway,Wimbledon,,Merton,http://www.wimbledonmuseum.org.uk/,48107954,E09000024,,,-0.215074838,51.42283672,524199.7653,170825.0536,Museums and Public Galleries,2023,,,,,,,,,,
,The All England Lawn Tennis Club,Church Road,Wimbledon,Merton,http://www.wimbledon.com/museum,48129052,E09000024,,,-0.212459281,51.43320243,524353.4992,171982.1564,Museums and Public Galleries,2023,,,,,,,,,,
,3rd Floor,Robin Brook Centre  St Bartholomew's ,West Smithfield,City of London,www.qmul.ac.uk/pathologymuseum/,95512892,E09000001,,,-0.099433593,51.51713619,531967.337,181513.2876,Museums and Public Galleries,2023,,,,,,,,,,
,North Wing,St BartholomewÃ¢â¬â¢s Hospital,West Smithfield,City of London,https://www.bartshealth.nhs.uk/st-bartholomews-museum-and-archives,95512892,E09000001,,,-0.099433593,51.51713619,531967.337,181513.2876,Museums and Public Galleries,2023,,,,,,,,,,
,Becontree Ave,,,Barking and Dagenham,www.Ã¢â¬â¹lbbd.Ã¢â¬â¹gov.Ã¢â¬â¹uk/Ã¢â¬â¹heritage,100002560,E09000002,,,0.135812252,51.55780231,548156.3576,186485.5668,Museums and Public Galleries,2023,,,,,,,,,,
,Kingston University,67 Kingston Vale,,Kingston upon Thames,https://www.dorichhousemuseum.org.uk/,128010892,E09000021,,,-0.261523826,51.4328253,520944.1126,171858.1868,Museums and Public Galleries,2023,,,,,,,,,,
,Wheatfield Way,Kingston upon Thames,,Kingston upon Thames,http://www.kingston.gov.uk/museum,128019799,E09000021,,,-0.298723543,51.40903476,518419.9144,169151.8418,Museums and Public Galleries,2023,,,,,,,,,,
,Avenue House,East End Road,Finchley,Barnet,http://www.london-northwest.com/sites/stephens,200035687,E09000003,,,-0.192996205,51.59610036,525258.9904,190129.9265,Museums and Public Galleries,2023,,,,,,,,,,
,Grahame Park Way,Hendon,,Barnet,http://www.rafmuseum.org/,200049886,E09000003,,,-0.236591661,51.59844565,522233.2369,190316.9636,Museums and Public Galleries,2023,,,,,,,,,,
,31 Wood Street,Barnet,Hertfordshire,Barnet,www.barnetmuseum.co.uk,200128241,E09000003,,,-0.200717589,51.65238108,524570.1103,196375.5141,Museums and Public Galleries,2023,,,,,,,,,,
,Middlesex University,9 Boulevard Drive,Beaufort Park,Barnet,http://www.culture24.org.uk/se000059,200141133,E09000003,,,-0.240340162,51.59561416,521981.1995,189995.8336,Museums and Public Galleries,2023,,,,,,,,,,
,Willesden Library Centre,95 High Rd,,Brent,https://www.brent.gov.uk/museum,202149110,E09000005,,,-0.22734961,51.54614396,523014.3652,184516.3249,Museums and Public Galleries,2023,,,,,,,,,,
,Exhibition Road,Kensington,,Kensington and Chelsea,http://www.clockmakers.org/,217031151,E09000020,,,-0.174916546,51.49678399,526786.8366,179116.7984,Museums and Public Galleries,2023,,,,,,,,,,
,12 Holland Park Road,,,Kensington and Chelsea,http://http/www.rbkc.gov.uk/subsites/museums.aspx,217039506,E09000020,,,-0.201521502,51.49807644,524936.6333,179214.8192,Museums and Public Galleries,2023,,,,,,,,,,
,224-238 Kensington High Street (Holland Park),,,Kensington and Chelsea,http://designmuseum.org/,217044656,E09000020,,,-0.198585083,51.49936312,525136.9238,179362.9115,Museums and Public Galleries,2023,,,,,,,,,,
,Kensington Palace/Palace Green,,,Kensington and Chelsea,http://www.hrp.org.uk%0Bwww.kensingtonpalace@hrp.org.uk/,217064431,E09000020,,,-0.18644659,51.50468832,525964.7383,179975.8844,Museums and Public Galleries,2023,,,,,,,,,,
,Royal Hospital Road,Chelsea,,Kensington and Chelsea,http://www.nam.ac.uk/,217075883,E09000020,,,-0.158760019,51.48571566,527939.2362,177914.0669,Museums and Public Galleries,2023,,,,,,,,,,
,Victoria and Albert Museum,Cromwell Road,Knightsbridge,Kensington and Chelsea,https://www.architecture.com/about/riba-library-and-collections,217108016,E09000020,,,-0.170521415,51.49639021,527093.0004,179080.6241,Museums and Public Galleries,2023,,,,,,,,,,
,Cromwell Road,,,Kensington and Chelsea,http://www.nhm.ac.uk/,217108017,E09000020,,,-0.175291575,51.49605236,526762.8348,179034.7912,Museums and Public Galleries,2023,,,,,,,,,,
,24 Cheyne Row,,,Kensington and Chelsea,https://www.nationaltrust.org.uk/carlyles-house,217110505,E09000020,,,-0.168124823,51.48361945,527294.8913,177664.6544,Museums and Public Galleries,2023,,,,,,,,,,
,Exhibition Rd,Kensington,,Kensington and Chelsea,https://www.sciencemuseum.org.uk/,217118723,E09000020,,,-0.174916546,51.49678399,526786.8366,179116.7984,Museums and Public Galleries,2023,,,,,,,,,,
,Cromwell Road,South Kensington,,Kensington and Chelsea,http://www.vam.ac.uk/,217119925,E09000020,,,-0.170623933,51.49643156,527085.7696,179085.0444,Museums and Public Galleries,2023,,,,,,,,,,
,39A Canonbury Square,,,Islington,www.Ã¢â¬â¹estorickcollection.Ã¢â¬â¹com,5300016244,E09000019,,,-0.098988883,51.54336953,531922.3576,184431.2792,Museums and Public Galleries,2023,,,,,,,,,,
,Wesley's Chapel,49 City Road,,Islington,http://www.culture24.org.uk/se000445,5300019876,E09000019,,,-0.085460513,51.52307582,532919.4835,182199.0655,Museums and Public Galleries,2023,,,,,,,,,,
,49 City Road,,,Islington,http://www.wesleychapel.org.uk/,5300019879,E09000019,,,-0.084933935,51.52325609,532955.4871,182220.0685,Museums and Public Galleries,2023,,,,,,,,,,
,12/13 New Wharf Road,KingÃ¢â¬â¢s Cross,,Islington,http://www.canalmuseum.org.uk/,5300066428,E09000019,,,-0.118714556,51.53371372,530582.2212,183322.1623,Museums and Public Galleries,2023,,,,,,,,,,
,St JohnÃ¢â¬â¢s Gate,26 St John's Ln,,Islington,http://www.museumstjohn.org.uk/,5300085644,E09000019,,,-0.100927156,51.52141165,531851.3712,181986.0312,Museums and Public Galleries,2023,,,,,,,,,,
,1 Malden Road,Cheam,Surrey,Sutton,https://whitehallmuseum.wordpress.com/,5870019263,E09000029,,,-0.215642786,51.35885564,524333.4071,163709.2684,Museums and Public Galleries,2023,,,,,,,,,,
